"","time","I","D","I_.25","D_.25","I_.5","D_.5","I_.6","D_.6","I_.7","D_.7","I_.8","D_.8"
"56",55,46309.9538221453,4144.39341793812,28046.6112427044,2795.94137603389,16529.2049537356,1875.05999712316,13274.8808963657,1596.5154115954,10612.6358595194,1358.98970858597,8444.43159560995,1156.76018302766
"57",56,49985.3327188727,4488.14956321712,30044.9977281824,3003.33332826731,17553.7325558008,1996.74927039069,14045.0075433855,1694.06130828019,11184.8067322039,1436.82026679894,8864.05636204104,1218.56435693145
"58",57,53929.9621033816,4859.1106275989,32178.4787325347,3225.47725729708,18639.5508086681,2125.9735244838,14858.4658996706,1797.26154021947,11787.0158502571,1518.84417486362,9304.05189309529,1283.43805687706
"59",58,58159.8109488201,5259.25664547932,34455.0985304909,3463.36666249807,19790.0410959597,2263.18253769991,15717.5320354432,1906.43368956533,12420.7498342232,1605.28126200923,9765.35770865983,1351.53011985841
"60",59,62691.1590622088,5690.68288733682,36883.2168265164,3718.05363563574,21008.7343955703,2408.85077415095,16624.5819901194,2021.91195190391,13087.5587748116,1696.36220341682,10248.9515888694,1422.99623100237
"61",60,67540.4814641899,6155.60168110979,39471.494954507,3990.65106761832,22299.3129324767,2563.47845861727,17582.0937231245,2144.0478574551,13789.0577591252,1792.3289778576,10755.8505840191,1497.99919943598
"62",61,72724.3078115404,6656.34332017314,42228.8767223714,4282.33473798682,23665.6110627827,2727.59266053681,18592.648756986,2273.21100514066,14526.9283161626,1893.43533686154,11287.1120060147,1576.70924213183
"63",62,78259.0547542028,7195.35589373612,45164.5631299202,4594.34524618372,25111.6152559732,2901.74838117145,19658.9334542349,2409.7898071175,15302.9197163111,1999.94728406231,11843.8343746969,1659.30427489501
"64",63,84160.8261929065,7775.20373272454,48287.9801312782,4927.98973790101,26641.4630283458,3086.52963699265,20783.7398632386,2554.19224093279,16118.8501079086,2112.14356329561,12427.1583076669,1745.97020995769
"65",64,90445.1828726626,8398.56439790088,51608.7385584435,5284.64337370366,28259.440665896,3282.55053122619,21969.9660612638,2706.8466059699,16976.6074712287,2230.31615404216,13038.2673497273,1836.90125965471
"66",65,97126.8769521679,9068.22389798237,55136.5852766175,5665.75048064586,29969.9795596427,3490.45630428614,23220.6159158346,2868.20228031648,17878.1503434025,2354.77077298129,13678.3887236583,1932.30024586561
"67",66,104219.549716248,9787.06983815561,58881.3446074789,6072.82532081958,31777.6509606534,3710.92435250824,24538.7981778381,3038.73047359519,18825.5082848056,2485.82737981997,14348.7939888797,2032.37891476967
"68",67,111735.391768394,10558.0822896942,62852.8490364766,6507.45240381521,33687.1589460821,3944.66520315888,25927.7248118823,3218.92497065123,19820.7820495591,2623.8206853722,15050.7996005487,2137.35825802872
"69",68,119684.765979664,11384.3221082548,67060.8582174326,6971.28626287258,35703.3313716101,4192.4234321485,27390.7084611787,3409.30286028645,20866.1434121098,2769.10065969619,15785.7673283159,2247.46882838385
"70",69,128075.794081563,12268.9164135072,71514.9653640852,7466.05061017076,37831.1085701297,4454.97850921796,28931.1589357876,3610.40524246624,21963.8346061866,2922.03303762859,16555.1045553469,2362.95106552621
"71",70,136913.908748045,13215.0409922354,76224.4902083666,7993.53678275751,40075.5295417249,4733.14555359753,30552.5786045242,3822.7979066008,23116.1673253354,3082.99981876256,17360.2644202126,2484.05562792204
"72",71,146201.376736452,14225.8994589186,81198.3568430196,8555.60133074579,42441.7153664802,5027.77598126807,32258.5565623006,4047.07197261678,24325.5212283996,3252.39975856932,18202.7457574584,2611.04371364278
"73",72,155936.7964964,15304.6988270108,86444.9575034349,9154.16273428702,44934.8495599647,5339.75802299303,34052.7614363277,4283.84448558971,25594.3418921431,3430.6488469004,19084.092850682,2744.18738920395
"74",73,166114.580111548,16454.6214461303,91972.000642526,9791.19708099267,47560.155082091,5670.0170902548,35938.9326866112,4533.75895370289,26925.1381472832,3618.18076969905,20005.8949389475,2883.76992414775
"75",74,176724.430080338,17678.7932411712,97786.3430050045,10468.7325817766,50322.86777849,6019.51596792904,37920.8702770587,4797.48581947638,28320.4787296576,3815.44734928534,20969.7854561557,3030.08609242935
"76",75,187750.819927058,18980.2478948657,103893.80613008,11188.8428391257,53228.2056291251,6389.25479023171,40002.4224412127,5075.72284687714,29782.9881750695,4022.91895806064,21977.4410389036,3183.44248647241
"77",76,199172.50226323,20361.8879999664,110298.97783623,11953.6387527743,56281.334039768,6780.27079625584,42187.4715473178,5369.19541749199,31315.3418814734,4241.08489996173,23030.5801912451,3344.15782655417
"78",77,210962.069358842,21826.4434518554,117004.999579243,12765.2589547582,59487.3265702453,7193.63782043567,44479.9178200494,5678.65671925209,32920.2602583223,4470.45375343553,24130.9615659875,3512.56325292461
"79",78,223085.538390547,23376.4247576086,124013.341010801,13625.8586744388,62851.1208240321,7630.46547922713,46883.660725319,6004.8878081396,34600.5018920212,4711.55366971404,25280.3819065689,3689.00260502097
"80",79,235502.046248018,25014.0751868617,131323.564453987,14537.59699014,66377.4692992821,8091.89802675348,49402.5778476937,6348.69752842411,36358.8555953661,4964.93261684941,26480.6735566021,3873.83268482765
"81",80,248163.643074862,26741.320900054,138933.08111494,15502.622317761,70070.8850547171,8579.11284241842,52040.5011254357,6710.92227337278,38198.1312981112,5231.15856339192,27733.701497871,4067.42350105517
"82",81,261015.208769882,28559.7199683406,146836.903000188,16523.0561196374,73935.5820038215,9093.31850921901,54801.1902803216,7092.42556547425,40121.1496993073,5510.81959430457,29041.3599057262,4270.15849016092
"83",82,273994.519004746,30470.4112951124,155027.398074134,17600.9750606902,77975.40970095,9635.752446176,57688.3032638245,7494.09743635944,42130.730551168,5804.52394675097,30405.5681553124,4482.43471094558
"84",83,287032.478244317,32474.0645945611,163494.042074324,18738.390704858,82193.7828033963,10207.678065276,60705.3636706855,7916.85358835219,44229.6794812832,6112.89995670733,31828.2662398408,4704.66300861032
"85",84,300053.535240338,34570.8326859139,172223.195443489,19937.2286576291,86593.6049426701,10810.3813909763,63855.7248809606,8361.63430730585,46420.7732801773,6436.59590655365,33311.4095645413,4937.26814377499
"86",85,312976.269546463,36760.3086837764,181197.893276619,21199.3056972426,91177.1874249828,11445.1671203331,67142.5309006332,8829.40310746148,48706.7435713381,6776.27976157842,34856.963060657,5180.68888196892
"87",86,325714.248182726,39041.4832922608,190397.651303595,22526.3047388105,95946.1630908272,12113.3540891774,70568.673881312,9321.14508688418,51090.2587629546,7132.63878354277,36466.8945764725,5435.37803853205
"88",87,338177.00782955,41412.7152336447,199798.317418196,23919.7493260346,100901.394984868,12816.2700531127,74136.7482771865,9837.86496696488,53573.9042418437,7506.37901081146,38143.1675006923,5701.80247355833
"89",88,350271.247037753,43871.7067225752,209371.962135168,25380.9770478616,106042.882455182,13555.2459035765,77849.0016716527,10380.5847923285,56160.1607053909,7898.22458913275,39887.7325682365,5980.44303128177
"90",89,361902.144992478,46415.4874209076,219086.819195074,26911.1123167756,111369.666121516,14331.6092828063,81707.282370142,10950.3412679224,58851.3805715168,8308.91693956816,41702.5188116075,6271.79441838109
"91",90,372974.874250535,49040.4087388492,228907.285872167,28511.0389240894,116879.725136817,15146.6771903515,85712.9839201459,11548.1827106465,61649.7624644705,8739.21375243024,43589.4235964247,6576.36501359973
"92",91,383396.20904693,51742.1495498591,238793.989995398,30181.372833543,122569.877774783,16001.7480915511,89866.9867893684,12175.1655943979,64557.3237433408,9189.88779206287,45550.301694078,6894.67660153553
"93",92,393076.139950952,54515.7332106064,248703.93065547,31922.4357144779,128435.684951967,16898.0935688672,94169.5975192764,12832.3506692806,67575.8710678558,9661.72549811867,47586.9534132089,7227.26402833264
"94",93,401929.488679243,57355.5564451821,258590.698281076,33734.2297589573,134471.344021574,17836.9482170376,98620.4853821168,13520.7986048277,70706.9690317542,10155.5253696843,49701.1116978532,7574.67476753443
"95",94,409877.567459287,60255.4297043038,268404.777725841,35616.4143659783,140669.601983756,18819.5001119047,103218.617938433,14241.5652272403,73951.9069226622,10672.0961186126,51894.4281672496,7937.46838900933
"96",95,416849.668281095,63208.6290948105,278093.936003958,37568.2852928521,147021.670367789,19846.8802914135,107962.197121055,14995.6963845821,77311.6636988044,11212.2545789935,54168.4580947792,8316.21592493658
"97",96,422784.422169228,66207.958202452,287603.692703904,39588.7569024796,153517.142127412,20920.1512335817,112848.591601403,15784.2221178138,80786.8713120199,11776.8233604676,56524.6443142473,8711.49912481209
"98",97,427630.95914788,69245.819120633,296877.87534555,41676.3479397062,160143.924780923,22040.2950834125,117874.271786659,16608.1504850033,84377.7765494658,12366.6282341505,58964.3000405449,9123.90959119357
"99",98,431349.839258982,72314.2909296979,305859.218684073,43829.1719893726,166888.18603131,23208.2014220181,123034.746393666,17468.4609348715,88084.2016120423,12982.4952413437,61488.590627895,9554.04778997396
"100",99,433913.72328102,75405.213883463,314490.113128418,46044.9312679912,173734.314501212,24424.6546960377,128324.501431208,18366.0972187018,91905.5036984684,13625.247516936,64098.5142837716,10002.5219269942
"101",100,435307.761739634,78510.2774124178,322713.30807461,48320.9175036813,180664.89977493,25690.3214222568,133736.943020248,19301.9598782736,95840.5339178612,14295.7018215119,66794.8817472247,10469.9466807394
"102",101,435529.696299403,81621.1098742144,330472.681241853,50654.0171989892,187660.733215917,27005.7373265951,139264.345336679,20276.8983430201,99887.5959100956,14994.664778692,69578.2950177986,10956.9417873185
"103",102,434589.67713168,84729.368004364,337714.040634209,53040.7224678382,194700.832143746,28371.2945741961,144897.805062029,21291.7026777883,104044.404609825,15722.9288168905,72449.1251792147,11464.1304680606
"104",103,432509.8103786,87826.8240901024,344385.930385497,55477.1475918798,201762.489960126,29787.2292586242,150627.203800547,22347.0950327569,108308.04553066,16481.2677984342,75407.4892847252,11992.1376861914
"105",104,429323.459947012,90905.4490165348,350440.405798554,57959.0513515416,208821.353646365,31253.6093484325,156441.179954283,23443.7208577923,112674.935265779,17270.4323742562,78453.2272210102,12541.5882863019
"106",105,425074.335457471,93957.489539834,355833.765888615,60481.8648536462,215851.53021115,32770.3232904078,162327.111567676,24582.1399541975,117140.784883664,18091.1451758216,81585.8774713598,13113.1049215391
"107",106,419815.440359027,96975.5364247363,360527.235428732,63040.7242367473,222825.723099896,34337.0694781232,168271.111634665,25762.8174475383,121700.564054143,18944.0955766858,84804.6522053855,13707.3057840363
"108",107,413607.758353663,99952.5921781327,364487.563059523,65630.50806692,229715.398720616,35953.3468035742,174258.03730053,26986.1147757395,126348.468965014,19829.9342476453,88108.4130019491,14324.8022274209
"109",108,406518.992593128,102882.119024961,367687.5259496,68245.8786779764,236490.982789013,37618.4465051062,180271.514288909,28252.280796523,131077.894755572,20749.2675544144,91495.6459185851,14966.1961514497
"110",109,398622.204375573,105758.081427688,370106.329450969,70881.3266987513,243122.085381105,39331.4455207523,186293.977735371,29561.4431272588,135881.412350217,21702.6517539429,94964.4362027087,15632.0771337488
"111",110,389994.459176899,108574.980902475,371729.887183654,73531.2180542868,249577.7527305,41091.201546449,192306.730410523,30913.5998380618,140750.750915411,22690.587041069,98512.4458968948,16323.0196209751
"112",111,380715.456355934,111327.879686279,372550.978203403,76189.8425207586,255826.743083493,42896.3499804507,198290.019068479,32308.6116251359,145676.786762776,23713.5114919228,102136.890614259,17039.5798096393
"113",112,370866.235815906,114012.415037489,372569.278749313,78851.4629442986,261837.823089682,44745.3029136944,204223.129360756,33746.1945956351,150649.539458271,24771.7949538039,105834.517309195,17782.2923334436
"114",113,360527.99469054,116624.804161967,371791.269034582,81510.3642519166,267580.080441136,46636.2502981951,210084.49609951,35225.913947905,155658.175964775,25865.7329353932,109601.584263183,18551.666853834
"115",114,349780.982874317,119161.841522966,370230.021502383,84160.9013629035,273023.247818341,48567.1633920225,215851.842595703,36747.1779455109,160691.023559128,26995.5405573625,113433.842754044,19348.1845054754
"116",115,338703.531205544,121620.888517954,367904.879027158,86797.5451871672,278138.032607056,50535.8005422174,221502.327321048,38309.2336230307,165735.592188295,28161.3466286595,117326.521070518,20172.294216166
"117",116,327371.212213907,123999.856615401,364841.034536818,89414.9259690728,282896.448538455,52539.7154397971,227012.70875874,39911.1634335771,170778.606852497,29363.1879179595,121274.311295457,21024.4089217559
"118",117,315856.129213316,126297.185098604,361069.026395485,92007.8733162835,287272.137430041,54576.2674687086,232359.525200182,41551.882938203,175806.050478681,30601.0036939463,125271.359190913,21904.9016983339
"119",118,304226.343919594,128511.814142945,356624.165084122,94571.4523693946,291240.670360385,56642.6342821155,237519.290904055,43230.1399059629,180803.216422051,31874.6306992014,129311.257683106,22814.1018343938
"120",119,292545.433916633,130643.1542802,351545.907842391,97100.9956813725,294779.851401885,58735.826914353,242468.703435705,44944.5148888377,185754.775102305,33183.7982515824,133387.044347777,23752.2908703579
"121",120,280872.172430319,132691.053170828,345877.197002835,99592.1305366039,297869.979858116,60852.7066422898,247184.854447004,46693.4232588723,190644.850176725,34528.124085898,137491.203280796,24719.6986358765
"122",121,269260.323267274,134655.760481907,339663.787773613,102040.801223001,300494.08518048,62990.0036432126,251645.442340005,48475.1187918969,195457.103854741,35907.1109151388,141615.671767439,25716.49931722
"123",122,257758.538433912,136537.891682165,332953.549097993,104443.287114636,302638.126774277,65144.337230855,255828.996871442,50287.6987943406,200174.832345882,37320.1434203292,145751.852094663,26742.8075904717
"124",123,246410.34678012,138338.391441259,325795.814412326,106796.215042399,304291.154245999,67312.2373820419,259715.09493867,52129.1108337713,204781.073148065,38766.4859719625,149890.628817684,27798.6748584951
"125",124,235254.221600543,140058.497231724,318240.743875457,109096.567154977,305445.425001756,69490.1672554626,263284.56558322,53997.1607187909,209258.721242757,40245.2811856548,154022.391754958,28884.0856314791
"126",125,224323.714409492,141699.703660512,310338.695668749,111341.68522916,306096.476970411,71674.546391605,266519.704694236,55889.522751584,213590.6511538,41755.5493538014,158137.064865719,29998.9540911229
"127",126,213647.643026066,143263.727956764,302139.669852655,113529.26980169,306243.155442016,73861.7742687182,269404.454209491,57803.7506120762,217759.846489382,43296.188756811,162224.141267761,31143.1208852375
"128",127,203250.322629235,144752.476962026,293692.798090775,115657.37574687,305887.594101878,76048.2538863107,271924.566712998,59737.2894882613,221749.534468421,44865.9769145767,166272.724471042,32316.3501994055
"129",128,193151.829211418,146168.015893356,285045.890364539,117724.404410358,305035.151381831,78230.4150526687,274067.762990558,61687.4897366082,225543.323077534,46463.5728209089,170271.57540503,33518.3271329663
"130",129,183368.285987007,147512.539075286,276245.04022667,119729.092724082,303694.304280785,80404.7370642839,275823.859878606,63651.6214433514,229125.340041731,48087.5201576234,174209.165504762,34748.6554368059
"131",130,173912.166545568,148788.342643849,267334.290995082,121670.499719031,301876.502722296,82567.7704837839,277184.872806261,65626.8897646387,232480.371590682,49736.2515317544,178073.735596194,36006.8556547483
"132",131,164792.601450093,149997.799564298,258355.362446806,123547.990866939,299595.994672102,84716.1571344221,278145.092761886,67610.4509095136,235593.998409978,51408.0936618934,181853.360129568,37292.3637030041
"133",132,156015.679599779,151143.337666841,249347.435980505,125361.22068244,296869.5983725,86846.6510896311,278701.134598205,69599.4285882088,238452.723463361,53101.2734157998,185536.01629812,38604.5299259002
"134",133,147584.763037911,152227.418010191,240346.99551425,127110.113991432,293716.472765511,88956.1348553139,278851.956914439,71590.9307000657,241044.098788026,54813.9249168527,189109.657558382,39942.6186630352
"135",134,139500.781195047,153252.516749934,231387.720383011,128794.846250826,290157.858526166,91041.6349593099,278598.853398916,73582.0660579192,243356.841972402,56544.0974977676,192562.290834951,41305.8083508342
"136",135,131762.515887835,154221.108831722,222500.425841483,130415.823276344,286216.807461821,93100.3363477521,277945.415823718,75569.9609533862,245380.940520473,58289.7643830908,195882.056665933,42693.1921846969
"137",136,124366.870766907,155135.653637321,213713.046396355,131973.660701246,281917.893503514,95129.594252925,276897.470149297,77551.7753589537,247107.74477473,60048.83209472,199057.311578571,44103.7793723039
"138",137,117309.125759433,155998.582487466,205050.656941886,133469.163454048,277286.920821102,97126.9440621952,275462.987286553,79524.7185816475,248530.047170723,61819.1504784012,202076.711596827,45536.4969756948
"139",138,110583.174223976,156812.287898717,196535.526599565,134903.305507079,272350.639412659,99090.1090892197,273651.970560952,81486.0641959019,249642.146551649,63598.5232435201,204929.29601577,46990.1923567346
"140",139,104181.741943455,157579.114474308,188187.200234324,136277.210111437,267136.4687526,101017.006001184,271476.322481297,83433.1640963002,250439.896551846,65384.7189056201,207604.57095059,48463.6362308117
"141",140,98096.5822749582,158301.351494543,180022.602546191,137592.130734404,261672.213289433,102905.749010554,268949.69358128,85363.4615329825,250920.737334878,67175.4820155552,210092.588640984,49955.5262239885
"142",141,92318.6759538046,158981.226031313,172056.16147539,138849.432648728,255985.805065803,104754.651552726,266087.316373421,87274.503012659,251083.710307635,68968.544554667,212384.025949975,51464.4910668655
"143",142,86838.3826977733,159620.898505815,164299.939134372,140050.576272813,250105.059225817,106562.22630508,262905.826461277,89163.9490012718,250929.455735,70761.6373739126,214470.259950966,52989.0953755576
"144",143,81645.5854413626,160222.458932182,156763.791419626,141197.099129476,244057.448535318,108327.18353096,259423.076856327,91029.5833230103,250460.19348736,72552.5015555036,216343.436434089,54527.8448834441
"145",144,76729.8303292552,160787.923686086,149455.513023442,142290.601966781,237869.898011159,110048.427886669,255657.950978902,92869.3208801759,249679.687456773,74338.8995782904,217996.533089762,56079.1921573935
"146",145,72080.4409820629,161319.233607094,142380.992546221,143332.73466877,231568.601296316,111725.053841425,251630.16463879,94681.2146297704,248593.19445687,76118.6261729887,219423.415932441,57641.5427458662
"147",146,67686.6200926583,161818.252793892,135544.371254963,144325.182745445,225178.859750488,113356.33986411,247360.073603295,96463.4607922646,247207.398675743,77889.5187600961,220618.88812936,59213.2617033304
"148",147,63537.5384902224,162286.768053144,128948.201721094,145269.655495508,218724.948168131,114941.741777603,242868.489301534,98214.4026435201,245530.332974262,79649.4673717995,221578.730561134,60792.6804341421
"149",148,59622.411330816,162726.488958496,122593.60041448,146167.875222922,212229.987177132,116480.884378209,238176.483679282,99932.5333312809,243571.28850811,81396.4239690872,222299.733559219,62378.1037949876
"150",149,55930.5633585453,163139.048405156,116480.395252567,147021.567528919,205715.860637971,117973.553276353,233305.221622965,101616.496935949,241340.714304427,83128.4110759193,222779.719415688,63967.8173912645
"151",150,52451.4839809194,163526.003593863,110607.268762107,147832.452605984,199203.146843002,119419.68587496,228275.801087045,103265.088462468,238850.110663995,84843.5295309268,223017.555402667,65560.0950004517
"152",151,49174.8730596884,163888.837376996,104971.893164106,148602.237549634,192711.057782971,120819.36172486,223109.095309353,104877.252924309,236111.909655727,86539.9658914371,223013.157186938,67153.2060542032
"153",152,46090.6786680054,164228.959895627,99571.0580750443,149332.609604828,186257.409213849,122172.792619302,217825.612142631,106452.083211216,233139.354903183,88215.9986192681,222767.482677813,68745.4231105984
"154",153,43189.1269472598,164547.710477694,94400.7903489848,150025.230290578,179858.605172355,123480.312552716,212445.367538785,107988.817012477,229946.382104811,89870.0031659698,222282.516493903,70335.0292487875
"155",154,40460.7460971895,164846.359704355,89456.4653044615,150681.730356136,173529.636142569,124742.367652119,206987.773060184,109486.832892498,226547.49508223,91500.4565853463,221561.245375946,71920.3253201137
"156",155,37896.3845321211,165126.111630013,84732.9096173914,151303.705499434,167284.093064888,125959.50610493,201471.53760901,110945.645614314,222957.640808932,93105.9412074265,220607.625005514,73499.6369926061
"157",156,35487.2237021676,165388.106123914,80224.4958183252,151892.712790022,161134.192553302,127132.368247953,195914.583631655,112364.900813076,219192.086845084,94685.1473520302,219426.538809568,75071.3215294595
"158",157,33224.7866979108,165633.421282913,75925.2284890307,152450.267738427,155090.812485247,128261.676877358,190333.977558641,113744.369121159,215266.303426308,96236.8752072613,218023.749452045,76633.7742449233
"159",158,31100.9431408058,165863.075890039,71828.8224846046,152977.841951796,149163.536833962,129348.227836894,184745.873958794,115083.939846668,211195.85271883,97760.0358102258,216405.844419818,78185.4345307806
"160",159,29107.9107947088,166078.03189738,67928.7734559248,153476.8613207,143360.70797482,130392.880905423,179165.472867668,116383.614300088,206996.278749286,99253.6513630818,214580.174766441,79724.7916038871
"161",160,27238.2544229918,166279.196910944,64218.4210399265,153948.704683422,137689.483879819,131396.551146662,173606.989525113,117643.498860851,202683.005637872,100716.85474441,212554.787256206,81250.3899168704
"162",161,25484.8824488829,166467.426657151,60691.0051364737,154394.702916492,132155.899065503,132360.20093152,168083.635654488,118863.797869731,198271.244576432,102148.888297694,210338.357217741,82760.8335825854
"163",162,23841.0415402245,166643.527420185,57339.7156902537,154816.138403806,126764.931363703,133284.831806702,162607.611367461,120044.806425893,193775.90815604,103549.102000282,207940.1168352,84254.7906431146
"164",163,22300.309659871,166808.258434341,54157.7364230147,155214.24483948,121520.569117715,134171.477282881,157190.106701268,121186.903161138,189211.533034258,104916.95104895,205369.779979192,85730.9968738143
"165",164,20856.5878922549,166962.334221187,51138.2829632604,155590.207322823,116425.8776899,135021.196226193,151841.311775602,122290.543056564,184592.211189965,106251.992923911,202637.466094118,87188.2589363061
"166",165,19504.0911334164,167106.426879056,48274.6358316388,155945.162706279,111483.073751563,135835.065937956,146570.434554798,123356.250359498,179931.529890166,107553.883992991,199753.624419295,88625.4570220829
"167",166,18237.3381547499,167241.168284988,45560.1687320718,156280.200160559,106693.58916394,136614.176778278,141385.725207499,124384.611651465,175242.520330364,108822.375717918,196728.960694539,90041.5468867051
"168",167,17051.1412448836,167367.152162532,42988.372291595,156596.361936967,102058.137075108,137359.626896022,136294.50608776,125376.269110818,170537.61478034,110057.310524323,193574.36326673,91435.5614284192
"169",168,15940.5949557808,167484.936222158,40552.8742683468,156894.644269159,97576.7784040994,138072.517119678,131303.206402777,126331.914006771,165828.611974562,111258.617395272,190300.830515142,92806.6117823107
"170",169,14901.0648921111,167595.044115328,38247.4561184632,157175.998411659,93248.9849405466,138753.946564322,126417.400682646,127252.28045517,161126.650395158,112426.307245997,186919.402860016,94153.8878355118
"171",170,13928.1766527097,167697.967269614,36066.0662837305,157441.331790269,89073.6997784154,139405.008645381,121641.850227632,128138.139460107,156442.189021842,113560.468134742,183441.097677992,95476.6582912066
"172",171,13017.8035253145,167794.166861541,34002.830730577,157691.509234497,85049.394632866,140026.787514481,116980.547046539,128990.293235361,151784.995067307,114661.260361354,179876.848001571,96774.2702821217
"173",172,12166.0558128165,167884.075429619,32052.0610024918,157927.354275112,81174.1245825811,140620.354886569,112436.758946106,129809.569862944,147164.138173579,115728.911501681,176237.445378881,98046.148561542
"174",173,11369.2697647925,167968.098496134,30208.2600422644,158149.650491864,77445.5794510361,141186.767249744,108013.074521319,130596.818437804,142587.99051554,116763.711421939,172533.487274511,99291.7943025013
"175",174,10623.9964005909,168046.616199006,28466.1260800909,158359.142895401,73861.1319418304,141727.063431239,103711.45070718,131352.904218512,138064.232241154,117766.007313227,168775.329650436,100510.783558175
"176",175,9926.9907139425,168119.984777985,26820.5548117,158556.539331003,70417.8825978089,142242.262493779,99533.2589920858,132078.70430227,133599.861672049,118736.19878225,164973.043318726,101702.765366277
"177",176,9275.20120681523,168188.537992153,25266.640105992,158742.51189239,67112.7014469931,142733.36194259,95479.3311118901,132775.103624927,129201.209692005,119674.733030198,161136.374421864,102867.459498457
"178",177,8665.75980592565,168252.588464719,23799.6734426037,158917.698335893,63942.2664583101,143201.336218205,91550.0037085299,133442.991268823,124873.957763079,120582.100147683,157274.714245019,104004.654109331
"179",178,8095.97203404207,168312.428958529,22415.1422583182,159082.703486701,60903.0988817941,143647.135452441,87745.1618803793,134083.257082889,120623.15902824,121458.828549706,153397.07005364,105114.203101829
"180",179,7563.30758071266,168368.33358206,21108.7273735475,159238.100629809,57991.5955462315,144071.684466221,84064.2812705927,134696.78860821,116453.261984175,122305.480570833,149512.040701179,106196.023268468
"181",180,7065.39124430218,168420.558929262,19876.2996472572,159384.432879732,55204.0582528831,144475.881987509,80506.4684474735,135284.46829885,112368.136235561,123122.648237426,145627.798387857,107250.091302519
"182",181,6599.9942352197,168469.345156383,18713.9159791791,159522.214524076,52536.720391262,144860.600069175,77070.4985034369,135847.17108373,108371.099344202,123910.949302157,141752.074003699,108276.440701756
"183",182,6165.02586859713,168514.916997805,17617.8148207427,159651.932336872,49985.7709636194,145226.683684347,73754.8542458467,136385.761970889,104464.94648838,124671.023244855,137892.146774376,109275.158577588
"184",183,5758.52563168516,168557.48472394,16584.4112270853,159774.046857771,47547.3759439961,145574.950496093,70557.7592490406,136901.094181356,100651.979907555,125403.527658481,134054.837915883,110246.382401804
"185",184,5378.65562317913,168597.245043838,15610.2915886001,159888.993637166,45217.6975144042,145906.190757233,67477.2093278009,137394.007479405,96934.0379184387,126109.134988723,130246.507750394,111190.296724106
"186",185,5023.69336212386,168634.381955066,14692.208188383,159997.184429232,42992.9110696323,146221.167342808,64511.0040676258,137865.326585476,93312.5249832038,126788.529264667,126473.056220553,112107.129879772
"187",186,4692.02495527659,168669.067543531,13827.0733688645,160099.008387736,40869.2201260882,146520.615900947,61656.7751570614,138315.859880836,89788.4419973623,127442.403074029,122739.926427047,112997.150711767
"188",187,4382.1386145652,168701.462735749,13011.9539045089,160194.833156672,38842.869365185,146805.245102415,58912.0126290716,138746.398306575,86362.416111022,128071.45479081,119052.110846328,113860.665328645
"189",188,4092.61851445821,168731.71800603,12244.0652065195,160285.00594017,36910.1559656606,147075.736975549,56274.0890957885,139157.714446062,83034.7297286257,128676.386000941,115414.159982731,114698.013915226
"190",189,3822.13897731865,168759.974040968,11520.7652994322,160369.854578247,35067.4393348639,147332.747316882,53740.2821217643,139550.561764705,79805.3481560793,129257.899205592,111830.193127415,115509.567612861
"191",190,3569.4589751132,168786.36236353,10839.5489774735,160449.688538218,33311.1493836166,147576.906165988,51307.7947278605,139925.674002022,76673.9475764596,129816.69560849,108303.910934749,116295.72548334
"192",191,3333.41693509081,168811.005918972,10198.0422572383,160524.799830983,31637.7934718139,147808.818334638,48973.7740572727,140283.764707912,73639.9416860889,130353.473129808,104838.609554827,117056.911567396
"193",192,3112.92583676282,168834.019624692,9593.996122781,160595.464019913,30043.9621490133,148029.063981207,46735.3283003771,140625.526906509,70702.5069171936,130868.924638286,101437.196065889,117793.572048247
"194",193,2906.96858757689,168855.510886071,9025.28135631135,160661.941019036,28526.3338055059,148238.1992221,44589.5420121322,140951.632873278,67860.6066192471,131363.736344917,98102.205032162,118506.172508665
"195",194,2714.59366460399,168875.580080239,8489.88310184068,160724.47592466,27081.6783414743,148436.756772848,42533.4898888051,141262.73401604,65113.0140511226,131838.58636386,94835.8154154556,119195.195387392
"196",195,2534.91100969632,168894.321009621,7985.89539674676,160783.299840688,25706.8599563943,148625.246612211,40564.2490777958,141559.460850364,62458.3341381251,132294.143433053,91639.8684210218,119861.137493842
"197",196,2367.08816579301,168911.82132703,7511.51598979165,160838.630631311,24398.839152411,148804.156663332,38678.9101754895,141842.42305499,59895.0239594451,132731.065785833,88515.8859851545,120504.507613626
"198",197,2210.34664229253,168928.162933995,7065.04133101618,160890.673643041,23154.6740389627,148973.953486671,36874.5869158822,142112.209604145,57421.4116306367,133150.000180613,85465.0889624049,121125.824337574
"199",198,2063.95849773259,168943.422353901,6644.86172847505,160939.622392098,21971.5210194901,149135.082979995,35148.4246859287,142369.388964697,55035.7150421188,133551.58100691,82488.4157721975,121725.613954622
"200",199,1927.24312837063,168957.671081466,6249.45665506723,160985.659218159,20846.6349340461,149287.971081288,33497.6079721107,142614.509349028,52736.0584926614,133936.4295642,79586.5414377399,122304.408429692
"201",200,1799.56424814927,168970.975910379,5877.39024551971,161028.955904983,19777.368725859,149433.024470947,31919.3667987389,142848.099017791,50520.4873693875,134305.153487933,76759.8948522422,122862.743701328
"202",201,1680.32706569852,168983.399238594,5527.30696544806,161069.674269543,18761.1726939141,149570.631270078,30410.982243358,143070.666625413,48386.9829208969,134658.346216988,74008.6766736569,123401.157970825
